variant,set_id,video_id,ped_id,split,label,anchor_frame,window_first_frame,crossing_point,onset_frame,tte,n_crossing_frames_in_window,all_frames_crossing,anchor_is_crossing,onset_at_or_before_window_end,bbox_bottom_y,bbox_height,bbox_xcenter,bbox_area
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4222,test,0,2176,2161,2236,2059,60,16,1,1,1,921.3,84.09999999999991,835.7850000000001,2155.4829999999974
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4222,test,0,2184,2169,2236,2059,52,16,1,1,1,927.3,93.3599999999999,789.065,2788.6631999999972
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4222,test,0,2192,2177,2236,2059,44,16,1,1,1,934.9,106.45999999999992,734.12,3619.6399999999976
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4222,test,0,2200,2185,2236,2059,36,16,1,1,1,946.58,118.40000000000009,669.435,4112.031999999992
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4225,test,0,2336,2321,2406,2078,70,16,1,1,1,910.14,102.90999999999997,802.675,3726.3710999999907
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4225,test,0,2344,2329,2406,2078,62,16,1,1,1,917.1,111.79000000000008,774.8,5388.277999999996
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4225,test,0,2352,2337,2406,2078,54,16,1,1,1,923.0,125.86000000000001,752.53,6099.175600000005
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4225,test,0,2360,2345,2406,2078,46,16,1,1,1,938.7,143.21000000000004,711.1949999999999,8513.834499999992
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4225,test,0,2346,2331,2406,2078,60,16,1,1,1,918.02,115.02999999999997,771.3199999999999,5544.445999999991
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4225,test,0,2354,2339,2406,2078,52,16,1,1,1,925.4,129.84000000000003,743.49,6312.820800000002
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4225,test,0,2362,2347,2406,2078,44,16,1,1,1,941.3,147.5999999999999,700.34,8861.90399999999
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4225,test,0,2370,2355,2406,2078,36,16,1,1,1,950.66,168.49,646.72,13290.4912
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4226,test,0,2334,2319,2408,2084,74,16,1,1,1,906.7,68.96000000000004,832.46,1784.6848000000007
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4226,test,0,2342,2327,2408,2084,66,16,1,1,1,914.36,78.65999999999997,816.885,2167.0829999999955
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4226,test,0,2350,2335,2408,2084,58,16,1,1,1,921.52,86.23000000000002,796.81,2795.576599999997
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4226,test,0,2358,2343,2408,2084,50,16,1,1,1,934.48,99.01999999999998,768.46,4135.075199999998
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4226,test,0,2348,2333,2408,2084,60,16,1,1,1,919.68,83.9799999999999,802.115,2604.219799999996
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4226,test,0,2356,2341,2408,2084,52,16,1,1,1,929.84,95.21000000000004,776.755,3706.5253000000075
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4226,test,0,2364,2349,2408,2084,44,16,1,1,1,945.0,107.13999999999999,743.2750000000001,5340.929000000002
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4226,test,0,2372,2357,2408,2084,36,16,1,1,1,960.9,128.85000000000002,697.105,7631.785500000004
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4227,test,0,2823,2808,2753,2753,-70,16,1,1,1,907.42,110.63,1437.915,6815.914300000014
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4227,test,0,2831,2816,2753,2753,-78,16,1,1,1,912.46,114.72000000000003,1457.95,7280.131200000006
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4227,test,0,2839,2824,2753,2753,-86,16,1,1,1,914.02,120.80999999999995,1484.205,7097.587499999997
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4227,test,0,2847,2832,2753,2753,-94,16,1,1,1,915.4,122.19999999999993,1514.73,9108.787999999991
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4230,test,0,2963,2948,3035,2948,72,16,1,1,1,902.6,131.61,772.3299999999999,5151.215399999999
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4230,test,0,2971,2956,3035,2948,64,16,1,1,1,906.44,139.49,816.31,5565.650999999997
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4230,test,0,2979,2964,3035,2948,56,16,1,1,1,920.64,156.36,878.065,6834.495599999988
naive,gp_set_0005,gp_set_0005_vid_0002,gp_4230,test,0,2987,2972,3035,2948,48,16,1,1,1,936.08,175.24,949.2750000000001,8385.234000000004
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4230,test,0,2975,2960,3035,2948,60,16,1,1,1,912.8,146.70999999999992,845.2049999999999,6107.537299999996
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4230,test,0,2983,2968,3035,2948,52,16,1,1,1,929.2,165.95000000000005,914.02,7427.9220000000005
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4230,test,0,2991,2976,3035,2948,44,16,1,1,1,941.4,185.28999999999996,992.015,9533.170500000007
cp_anchor,gp_set_0005,gp_set_0005_vid_0002,gp_4230,test,0,2999,2984,3035,2948,36,16,1,1,1,957.9,216.49,1088.8600000000001,12746.931199999975
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4006,test,1,2496,2481,2568,2369,72,0,0,0,1,1127.58,410.8699999999999,639.6800000000001,61581.195599999985
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4006,test,1,2504,2489,2568,2369,64,0,0,0,1,1154.78,454.64,626.595,73147.0296
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4006,test,1,2512,2497,2568,2369,56,0,0,0,1,1180.0,493.27,592.82,96562.53520000001
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4006,test,1,2520,2505,2568,2369,48,0,0,0,1,1209.08,541.41,553.255,101097.4893
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4006,test,1,2508,2493,2568,2369,60,0,0,0,1,1161.01,469.93999999999994,615.65,78705.5512
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4006,test,1,2516,2501,2568,2369,52,0,0,0,1,1201.68,520.61,577.3499999999999,97947.56539999999
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4006,test,1,2524,2509,2568,2369,44,0,0,0,1,1230.4,573.0600000000001,524.945,107775.39420000001
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4006,test,1,2532,2517,2568,2369,36,0,0,0,1,1291.2,649.85,461.515,125921.43449999999
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4012,test,0,5651,5636,5636,,-15,0,0,0,0,938.5,95.96000000000004,608.385,3073.5987999999984
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4012,test,0,5659,5644,5636,,-23,0,0,0,0,946.28,105.67999999999995,569.605,4052.8280000000004
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4013,test,0,5648,5633,5633,,-15,0,0,0,0,937.14,93.73000000000002,581.13,4208.477000000009
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4013,test,0,5656,5641,5633,,-23,0,0,0,0,943.4,104.22000000000003,539.365,4238.6274000000085
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6982,6967,6963,6946,-19,16,1,1,1,961.52,149.90999999999997,1002.14,8874.672000000004
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6990,6975,6963,6946,-27,16,1,1,1,974.72,169.06000000000006,978.005,12596.660600000003
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6998,6983,6963,6946,-35,16,1,1,1,992.14,188.77999999999997,952.725,17781.188200000008
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,7006,6991,6963,6946,-43,16,1,1,1,1016.4,215.89,912.25,21783.301000000018
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6903,6888,6963,6946,60,0,0,0,0,897.67,71.28999999999996,1082.4250000000002,2320.4894999999956
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6911,6896,6963,6946,52,0,0,0,0,903.0,73.88,1082.825,2463.8979999999933
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6919,6904,6963,6946,44,0,0,0,0,905.28,80.41999999999996,1085.46,2686.028000000006
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6927,6912,6963,6946,36,0,0,0,0,905.8,84.62,1086.045,3045.473800000001
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6886,6871,6963,6946,77,0,0,0,0,886.87,62.90999999999997,1086.455,1905.5438999999967
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6894,6879,6963,6946,69,0,0,0,0,891.96,67.23000000000002,1085.1399999999999,2167.495200000001
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6902,6887,6963,6946,61,0,0,0,0,897.18,71.28999999999996,1082.4250000000002,2320.4894999999956
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4016,test,1,6910,6895,6963,6946,53,0,0,0,0,902.22,73.36000000000001,1082.745,2434.818399999988
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4018,test,1,7210,7195,7099,7114,-111,16,1,1,1,937.5,118.45000000000005,914.145,6480.399500000007
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4018,test,1,7218,7203,7099,7114,-119,16,1,1,1,937.89,107.56999999999994,883.21,4036.0263999999956
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4018,test,1,7226,7211,7099,7114,-127,16,1,1,1,958.22,144.97000000000003,830.835,7319.535300000002
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4018,test,1,7234,7219,7099,7114,-135,16,1,1,1,972.46,164.51999999999998,771.77,14053.29840000001
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4019,test,1,7219,7204,7099,7114,-120,16,1,1,1,927.62,110.91999999999996,835.385,3399.698000000009
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4019,test,1,7227,7212,7099,7114,-128,16,1,1,1,952.58,140.34000000000003,792.825,6007.95540000001
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4019,test,1,7235,7220,7099,7114,-136,16,1,1,1,975.1,170.22000000000003,742.865,9145.920600000005
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4019,test,1,7243,7228,7099,7114,-144,16,1,1,1,944.69,145.17000000000007,714.2750000000001,4591.727100000002
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4022,test,1,8852,8837,8753,8753,-99,16,1,1,1,882.12,30.5,995.2049999999999,392.53500000000014
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4022,test,1,8860,8845,8753,8753,-107,16,1,1,1,883.82,33.110000000000014,995.085,445.99170000000106
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4022,test,1,8868,8853,8753,8753,-115,16,1,1,1,885.3,33.39999999999998,1001.2149999999999,346.3579999999999
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4022,test,1,8876,8861,8753,8753,-123,16,1,1,1,885.36,33.639999999999986,1012.395,436.31080000000077
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4023,test,1,8837,8822,8753,8753,-84,16,1,1,1,884.5,33.120000000000005,998.19,227.2032000000005
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4023,test,1,8845,8830,8753,8753,-92,16,1,1,1,884.46,36.0,993.8900000000001,282.9600000000005
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4023,test,1,8853,8838,8753,8753,-100,16,1,1,1,882.7,36.0,990.0,367.20000000000164
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4023,test,1,8861,8846,8753,8753,-108,16,1,1,1,884.12,36.789999999999964,991.62,384.0876000000016
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9422,9407,9348,9348,-74,16,1,1,1,932.15,122.14999999999998,943.0899999999999,6398.216999999998
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9430,9415,9348,9348,-82,16,1,1,1,941.08,136.56000000000006,927.915,9637.03920000001
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9438,9423,9348,9348,-90,16,1,1,1,955.0,161.42999999999995,888.9200000000001,11719.818
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9446,9431,9348,9348,-98,16,1,1,1,968.5,184.19000000000005,858.3299999999999,17229.13260000002
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9288,9273,9348,9348,60,0,0,0,0,882.1,43.73000000000002,927.41,480.155400000001
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9296,9281,9348,9348,52,0,0,0,0,884.13,44.559999999999945,913.14,415.29919999999663
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9304,9289,9348,9348,44,0,0,0,0,888.6,47.23000000000002,897.8,717.895999999997
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9312,9297,9348,9348,36,0,0,0,0,886.92,49.26999999999998,904.73,901.6409999999975
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9288,9273,9348,9348,60,0,0,0,0,882.1,43.73000000000002,927.41,480.155400000001
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9296,9281,9348,9348,52,0,0,0,0,884.13,44.559999999999945,913.14,415.29919999999663
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9304,9289,9348,9348,44,0,0,0,0,888.6,47.23000000000002,897.8,717.895999999997
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4024,test,1,9312,9297,9348,9348,36,0,0,0,0,886.92,49.26999999999998,904.73,901.6409999999975
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4026,test,1,13503,13488,13420,13420,-83,16,1,1,1,880.4,68.99000000000001,989.63,1348.0645999999977
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4026,test,1,13511,13496,13420,13420,-91,16,1,1,1,888.0,74.17999999999995,982.315,1638.6362000000013
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4026,test,1,13519,13504,13420,13420,-99,16,1,1,1,891.6,78.94000000000005,973.97,1788.7803999999987
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4026,test,1,13527,13512,13420,13420,-107,16,1,1,1,894.86,83.86000000000001,960.015,1882.657000000004
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4027,test,1,13844,13829,13469,13469,-375,0,0,0,1,1144.04,461.61,718.8800000000001,80264.7468
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4027,test,1,13852,13837,13469,13469,-383,0,0,0,1,1181.62,503.2399999999999,681.14,117275.04959999995
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4027,test,1,13860,13845,13469,13469,-391,0,0,0,1,1185.86,530.5899999999999,648.635,132758.9239
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4027,test,1,13868,13853,13469,13469,-399,0,0,0,1,1228.02,582.17,611.53,134376.4794
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4028,test,1,13679,13664,13493,13493,-186,16,1,1,1,1036.3,266.92999999999995,685.9849999999999,18052.475899999994
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4028,test,1,13687,13672,13493,13493,-194,16,1,1,1,1051.7,286.46000000000004,649.48,24498.0592
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4028,test,1,13695,13680,13493,13493,-202,12,0,0,1,1071.14,308.3800000000001,602.01,30190.40200000004
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4028,test,1,13703,13688,13493,13493,-210,4,0,0,1,1078.9,328.1100000000001,555.965,35222.6085
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4029,test,1,13623,13608,13571,13571,-52,16,1,1,1,994.3,228.79999999999995,1168.415,23925.61599999998
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4029,test,1,13631,13616,13571,13571,-60,16,1,1,1,1008.7,247.67000000000007,1206.42,21339.247200000027
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4029,test,1,13639,13624,13571,13571,-68,16,1,1,1,1016.6,261.5,1253.005,22873.405000000006
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4029,test,1,13647,13632,13571,13571,-76,16,1,1,1,1024.84,288.65999999999997,1309.4099999999999,31804.558800000013
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4030,test,1,9537,9522,9480,9480,-57,16,1,1,1,858.94,14.5,951.21,69.89000000000073
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4030,test,1,9545,9530,9480,9480,-65,16,1,1,1,857.26,14.139999999999986,955.79,70.4172000000002
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4030,test,1,9553,9538,9480,9480,-73,16,1,1,1,857.45,14.200000000000045,955.75,85.20000000000027
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4030,test,1,9561,9546,9480,9480,-81,16,1,1,1,858.48,14.200000000000045,952.62,85.20000000000027
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4031,test,1,10005,9990,9613,9613,-392,0,0,0,1,890.46,80.71000000000004,1496.08,2553.664400000009
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4031,test,1,10013,9998,9613,9613,-400,0,0,0,1,894.6,86.34000000000003,1510.25,2270.7420000000166
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4031,test,1,10021,10006,9613,9613,-408,0,0,0,1,898.04,90.65999999999997,1531.395,2698.9481999999975
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4031,test,1,10029,10014,9613,9613,-416,0,0,0,1,900.36,95.21000000000004,1557.2350000000001,3325.6853000000074
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4032,test,1,13461,13446,13446,13446,-15,16,1,1,1,880.3,43.70999999999992,1001.955,458.5178999999996
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4032,test,1,13469,13454,13446,13446,-23,16,1,1,1,879.4,42.289999999999964,1000.6800000000001,365.3855999999991
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4033,test,1,13663,13648,13530,13530,-133,16,1,1,1,1037.24,280.66999999999996,722.48,17614.849199999993
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4033,test,1,13671,13656,13530,13530,-141,16,1,1,1,1057.16,307.1600000000001,669.25,22023.37200000002
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4033,test,1,13679,13664,13530,13530,-149,16,1,1,1,1066.36,322.89999999999986,628.475,35276.82499999998
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4033,test,1,13687,13672,13530,13530,-157,16,1,1,1,1086.84,346.94999999999993,573.28,40440.49199999998
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4034,test,1,9782,9767,9596,9596,-186,16,1,1,1,946.34,158.48000000000002,1120.46,13274.2848
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4034,test,1,9790,9775,9596,9596,-194,16,1,1,1,956.34,177.44000000000005,1163.4299999999998,13609.648000000012
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4034,test,1,9798,9783,9596,9596,-202,16,1,1,1,964.5,193.52999999999997,1218.6399999999999,19685.871600000002
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4034,test,1,9806,9791,9596,9596,-210,16,1,1,1,975.8,214.28999999999996,1268.27,23241.893400000004
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4035,test,1,9853,9838,9700,9700,-153,16,1,1,1,855.36,31.659999999999968,1091.1599999999999,373.5879999999982
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4035,test,1,9861,9846,9700,9700,-161,16,1,1,1,856.14,31.049999999999955,1087.275,413.8965000000042
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4035,test,1,9869,9854,9700,9700,-169,16,1,1,1,857.1,32.09000000000003,1081.155,348.1764999999974
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4035,test,1,9877,9862,9700,9700,-177,16,1,1,1,858.22,31.290000000000077,1077.1950000000002,467.15970000000317
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4036,test,1,9876,9861,9815,9815,-61,16,1,1,1,855.08,30.690000000000055,1173.3049999999998,353.2419000000003
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4036,test,1,9884,9869,9815,9815,-69,16,1,1,1,855.4,30.730000000000018,1181.45,364.4578000000041
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4036,test,1,9892,9877,9815,9815,-77,16,1,1,1,855.76,31.470000000000027,1187.085,321.9381000000009
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4036,test,1,9900,9885,9815,9815,-85,16,1,1,1,857.54,32.41999999999996,1187.69,243.1499999999997
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4037,test,1,13573,13558,13450,13549,-123,16,1,1,1,947.4,158.27999999999997,892.45,8911.16400000001
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4037,test,1,13581,13566,13450,13549,-131,16,1,1,1,956.4,174.0,859.55,8160.599999999996
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4037,test,1,13589,13574,13450,13549,-139,16,1,1,1,977.46,184.49,806.52,6564.154199999987
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4037,test,1,13597,13582,13450,13549,-147,16,1,1,1,1002.89,232.97000000000003,743.04,9812.696400000003
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4038,test,1,13574,13559,13449,13549,-125,16,1,1,1,944.45,149.1400000000001,910.89,8056.542800000003
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4038,test,1,13582,13567,13449,13549,-133,16,1,1,1,958.9,170.01,882.685,6499.482299999983
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4038,test,1,13590,13575,13449,13549,-141,16,1,1,1,975.0,191.29999999999995,849.585,14582.799
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4038,test,1,13598,13583,13449,13549,-149,16,1,1,1,997.45,226.12,774.655,15853.273200000003
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9922,9907,9808,9800,-114,16,1,1,1,1055.04,347.11,1298.935,44655.70150000003
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9930,9915,9808,9800,-122,16,1,1,1,1051.32,350.44999999999993,1377.145,48344.57749999993
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9938,9923,9808,9800,-130,16,1,1,1,1053.8,364.3299999999999,1462.5900000000001,54044.71219999996
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9946,9931,9808,9800,-138,16,1,1,1,1056.92,378.22,1530.705,40745.64060000001
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9748,9733,9808,9800,60,0,0,0,0,897.14,77.29999999999995,842.4549999999999,1475.6570000000015
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9756,9741,9808,9800,52,0,0,0,0,898.18,80.94999999999993,837.39,1665.9509999999927
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9764,9749,9808,9800,44,0,0,0,0,906.4,89.90999999999997,824.1949999999999,2140.7571000000044
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9772,9757,9808,9800,36,0,0,0,0,911.04,97.32999999999993,810.8299999999999,2404.0509999999917
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9740,9725,9808,9800,68,0,0,0,0,894.34,73.83000000000004,847.4100000000001,1504.6554000000006
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9748,9733,9808,9800,60,0,0,0,0,897.14,77.29999999999995,842.4549999999999,1475.6570000000015
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9756,9741,9808,9800,52,0,0,0,0,898.18,80.94999999999993,837.39,1665.9509999999927
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4039,test,1,9764,9749,9808,9800,44,0,0,0,0,906.4,89.90999999999997,824.1949999999999,2140.7571000000044
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4040,test,1,9917,9902,9830,9816,-87,16,1,1,1,1080.5,355.23,1111.63,69035.39819999998
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4040,test,1,9925,9910,9830,9816,-95,16,1,1,1,1099.76,398.40999999999997,1173.595,64402.97650000003
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4040,test,1,9933,9918,9830,9816,-103,16,1,1,1,1118.56,428.94999999999993,1294.295,98817.21150000003
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4040,test,1,9941,9926,9830,9816,-111,16,1,1,1,1132.16,460.98000000000013,1371.295,75254.98500000002
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4040,test,1,9779,9764,9830,9816,51,0,0,0,0,910.84,88.78000000000009,813.115,1737.424599999996
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4040,test,1,9787,9772,9830,9816,43,0,0,0,0,904.38,88.76999999999998,786.4200000000001,1736.3412000000048
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4040,test,1,9795,9780,9830,9816,35,0,0,0,0,923.64,108.87,779.44,2051.1108000000036
strict,gp_set_0005,gp_set_0005_vid_0003,gp_4040,test,1,9779,9764,9830,9816,51,0,0,0,0,910.84,88.78000000000009,813.115,1737.424599999996
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4041,test,1,13812,13797,13627,13627,-185,16,1,1,1,974.97,158.14,805.105,9347.655400000001
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4041,test,1,13820,13805,13627,13627,-193,16,1,1,1,991.24,178.59000000000003,744.435,10349.29049999999
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4041,test,1,13828,13813,13627,13627,-201,16,1,1,1,1006.54,230.41999999999996,696.51,14585.585999999987
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4041,test,1,13836,13821,13627,13627,-209,16,1,1,1,1016.4,248.27999999999997,643.335,18404.996399999996
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4042,test,1,13833,13818,13681,13681,-152,16,1,1,1,982.22,191.22000000000003,876.335,17402.9322
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4042,test,1,13841,13826,13681,13681,-160,16,1,1,1,994.2,205.42000000000007,846.165,20515.29540000001
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4042,test,1,13849,13834,13681,13681,-168,16,1,1,1,1010.72,227.24,809.4100000000001,25010.034400000015
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4042,test,1,13857,13842,13681,13681,-176,16,1,1,1,1025.87,253.29999999999984,755.8299999999999,26292.54
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4043,test,1,9931,9916,9880,9848,-51,16,1,1,1,1081.6,344.16999999999996,971.71,43826.60780000004
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4043,test,1,9939,9924,9880,9848,-59,16,1,1,1,1092.48,358.02,1059.915,62284.73940000005
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4043,test,1,9947,9932,9880,9848,-67,16,1,1,1,1110.06,389.94999999999993,1154.595,65078.75549999994
naive,gp_set_0005,gp_set_0005_vid_0003,gp_4043,test,1,9955,9940,9880,9848,-75,16,1,1,1,1115.8,406.24,1240.995,72314.7824
cp_anchor,gp_set_0005,gp_set_0005_vid_0003,gp_4043,test,1,9826,9811,9880,9848,54,0,0,0,0,942.04,120.44999999999993,723.075,4038.688500000008
